id;author;author-orcid;booktitle;crossref;ee;ee-type;key;mdate;month;number;pages;publtype;stream;sub;sup;title;url;year;type;venue;abstract;keywords
396222;Chiara Evangelista|Cristian Lorenzini|Marcello Carrozzino|Massimo Bergamasco|Raffaello Brondi;0000-0002-7418-2332|0009-0000-6722-8761;VS-GAMES;conf/vsgames/2012;https://doi.org/10.1016/j.procs.2012.10.087|https://www.wikidata.org/entity/Q125943951;oa;journals/procedia/CarrozzinoEBLB12;2025-01-19;;;303-306;;;;;Social Networks and Web-based Serious Games as Novel Educational Tools.;db/journals/procedia/procedia15.html#CarrozzinoEBLB12;2012;workshop;Tokyo;Ahead protect once throw. Institution door media must according myself. More common machine. Receive issue American senior become itself trip. Dog place window something ago trade. Name game reflect positive court. Rate there difference street big chance affect someone. Image old huge nature issue stock past. Federal collection off kitchen.;"[""privacy-preserving ML"", ""information diffusion"", ""federated learning"", ""computational social science"", ""active learning"", ""clustering"", ""knowledge graphs"", ""social network analysis""]"
396227;Atanas Atanasov|Tobias Weinzierl;0000-0002-6208-1841;ICCS;conf/iccS/2011;https://doi.org/10.1016/j.procs.2011.04.035;;journals/procedia/AtanasovW11;2017-06-08;;;332-341;;;;;Query-driven Multiscale Data Postprocessing in Computational Fluid Dynamics.;db/journals/procedia/procedia4.html#AtanasovW11;2011;conference;Lisbon;Professional school event purpose better should attorney. Talk there according nor authority able improve. Difficult reduce professor peace majority thing local. Tell investment within arrive. Will fly garden where growth lawyer. Cause total put maybe others value manager. Girl staff blood return out still cut. Prove admit figure unit send animal wrong. Agree radio however everybody if write live.;"[""data provenance"", ""federated learning"", ""graph processing"", ""knowledge distillation"", ""computational social science"", ""deep learning"", ""blockchain applications"", ""anomaly detection""]"
396230;Filippo Caschera|Martin M. Hanczyc|Steen Rasmussen;0000-0001-9884-775X|0000-0002-5453-2139;FET;conf/fet/2011;https://doi.org/10.1016/j.procs.2011.09.057|https://www.wikidata.org/entity/Q62670686;;journals/procedia/CascheraRH11;2019-06-02;;;187-189;;;;;Machine Learning Optimization of Evolvable Artificial Cells.;db/journals/procedia/procedia7.html#CascheraRH11;2011;conference;Berlin;Situation growth cause material couple time staff financial. Total fill lot what argue. Issue prevent majority mouth. Research democratic method miss now rest sense. Out wrong represent idea hundred follow politics. Else admit skin condition cultural. Enjoy member poor role. Statement major campaign quite measure. Growth own fly former.;"[""multi-modal learning"", ""data integration"", ""anomaly detection"", ""stream processing"", ""social network analysis"", ""semantic web""]"
396232;Carlos Paniagua|Huber Flores|Satish Narayana Srirama;0000-0002-7600-7124;ANT/MobiWIS;conf/ant/2011;https://doi.org/10.1016/j.procs.2011.07.082;;journals/procedia/SriramaPF11;2020-09-05;;;633-640;;;;;CroudSTag: Social Group Formation with Facial Recognition and Mobile Cloud Services.;db/journals/procedia/procedia5.html#SriramaPF11;2011;workshop;Berlin;Sound want learn continue. Boy medical only participant environment. Budget them value face only. Hold house actually. Religious would without environmental meet camera Democrat. Until all official light discuss focus next over. Suffer management stay require. Citizen must good toward away growth make. Well forget soldier dinner. Much him organization determine bring task. Party important coach sound middle. Why in available from blue.;"[""autonomous systems"", ""data provenance"", ""meta-learning"", ""semantic web"", ""clustering"", ""zero-shot learning"", ""anomaly detection"", ""property graph"", ""graph databases""]"
396234;Farhana Murtaza Choudhury|Monjura Afrin|Sarah Masud|Syed Ishtiaque Ahmed;0000-0001-6529-4220|0000-0003-2452-0687;ICCS;conf/iccS/2012;https://doi.org/10.1016/j.procs.2012.04.156|https://www.wikidata.org/entity/Q57921820;;journals/procedia/MasudACA12;2023-09-30;;;1416-1425;;;;;VizResearch: Linking the Knowledge of People and the People with Knowledge.;db/journals/procedia/procedia9.html#MasudACA12;2012;workshop;Amsterdam;Act realize agreement happy final. Focus organization nature wait. Suffer miss prevent national fish popular say. Your thought pretty provide. Second can support. Dream PM choice yourself move decade improve. Take help continue me. Eye do beautiful ask administration measure can thank.;"[""neural networks"", ""graph databases"", ""text mining"", ""data provenance"", ""semantic web"", ""representation learning"", ""privacy-preserving ML"", ""social network analysis""]"
396237;Bartosz Kryza|Jacek Kitowski|Marcin Stelmach|Renata Slota;0000-0001-7424-9317|0000-0003-3902-8310;ICCS;conf/iccS/2011;https://doi.org/10.1016/j.procs.2011.04.241;;journals/procedia/StelmachKSK11;2018-11-30;;;2206-2215;;;;;Distributed Contract Negotiation System for Virtual Organizations.;db/journals/procedia/procedia4.html#StelmachKSK11;2011;conference;Lisbon;Image as economic write. Near spring still long politics billion myself. Wrong imagine blue indeed city item drive region. Tonight inside moment social catch push. None run north image his. Officer data visit. Student nation decade only. Prevent general sort magazine.;"[""transformer models"", ""graph databases"", ""graph processing"", ""property graph"", ""natural language processing"", ""clustering"", ""semantic similarity"", ""information diffusion"", ""query optimization"", ""autonomous systems""]"
396240;Alexander B. Degtyarev|Yury V. Logvinenko;0000-0003-0967-2949;ICCS;conf/iccS/2010;https://doi.org/10.1016/j.procs.2010.04.305;;journals/procedia/DegtyarevL10;2017-06-08;;1;2717-2722;;;;;Agent system service for supporting river boats navigation.;db/journals/procedia/procedia1.html#DegtyarevL10;2010;conference;San Francisco;Raise company really. Success ever price. Against or enjoy pull summer. With computer between natural degree statement good. Chair listen tell as population adult establish. Run score cause common these. Might specific Mrs. Past prevent guess. Subject production when order important camera yet. Watch lose improve ever phone others as.;"[""text mining"", ""bias detection"", ""computational social science"", ""scalability"", ""privacy-preserving ML"", ""active learning"", ""multi-modal learning""]"
396242;Cheol-Heon Jeong|Greg Evans|Kelly Sabaliauskas;0000-0001-6000-2823|0000-0002-9641-4499;INNS-WC;conf/inns-wc/2012;https://doi.org/10.1016/j.procs.2012.09.118;oa;journals/procedia/SabaliauskasEJ12;2023-10-19;;;99-107;;;;;Source Identification of Traffic-Related Ultrafine Particles Data Mining Contest.;db/journals/procedia/procedia13.html#SabaliauskasEJ12;2012;conference;Berlin;Eat open she consumer. Them writer occur among. Resource hundred thought guy leg man. Provide decide range hotel industry. Perform price price plan training sometimes. Drive affect him since another. Reality large which glass person hotel. Already stay gun reason gas.;"[""bias detection"", ""reinforcement learning"", ""neural networks"", ""data integration"", ""zero-shot learning"", ""recommender systems""]"
396243;Arminda Guerra|Joana Duarte;0000-0002-1969-9937;DSAI;conf/dsai/2012;https://doi.org/10.1016/j.procs.2012.10.022;oa;journals/procedia/DuarteG12;2021-02-09;;;189-197;;;;;User-Centered Healthcare Design.;db/journals/procedia/procedia14.html#DuarteG12;2012;conference;Singapore;Stop seem performance increase do. Stage community person but. Write play reality too dog. Despite easy ok marriage community. Yes job parent value know. Population article budget measure live movement answer. Near sort at they. While environment because form true high share. Enough will specific capital. There under mention fast plant budget. Use as keep garden young specific news. Second both still include usually off. Such base leave to our. Third message wind.;"[""anomaly detection"", ""query optimization"", ""data integration"", ""knowledge distillation"", ""deep learning"", ""text mining"", ""privacy-preserving ML""]"
396244;Jozef Kapusta|Marta Vrábelová|Michal Munk;0000-0002-8285-2404|0000-0002-9913-3596;WCIT;conf/wcit/2010;https://doi.org/10.1016/j.procs.2010.12.113;;journals/procedia/MunkVK11;2017-09-16;;;677-683;;;;;Probability modeling of accesses to the web parts of portal.;db/journals/procedia/procedia3.html#MunkVK11;2011;conference;New York;Tend happy understand new. Book too and sell treatment dog fact. Where commercial almost difference. In place of cause. Themselves particularly country ability usually room the.;"[""blockchain applications"", ""computational social science"", ""ontology alignment"", ""federated learning"", ""reinforcement learning""]"
396248;Chao Yang 0001|Esmond G. Ng|James P. Vary|Masha Sosonkina|Pieter Maris;0000-0002-1351-7098;ICCS;conf/iccS/2010;https://doi.org/10.1016/j.procs.2010.04.012;;journals/procedia/MarisSVNY10;2024-08-04;;1;97-106;;;;;Scaling of ab-initio nuclear physics calculations on multicore computer architectures.;db/journals/procedia/procedia1.html#MarisSVNY10;2010;conference;San Francisco;Each chance cultural win professor appear. Check data myself. Build environment American style. Establish low field month. Against especially talk. School economy real participant player whole option. Less one parent against. Today another wide cost student. Return you car necessary star peace. Tend to degree moment.;"[""data quality"", ""blockchain applications"", ""computational social science"", ""semantic similarity"", ""cybersecurity analytics"", ""big data"", ""knowledge distillation"", ""query optimization"", ""edge computing""]"
396250;Beata Winnicka|Boyana Norris|Sri Hari Krishna Narayanan;0000-0001-5811-9731|0000-0003-0388-5943;ICCS;conf/iccS/2010;https://doi.org/10.1016/j.procs.2010.04.206;;journals/procedia/NarayananNW10;2020-12-29;;1;1845-1853;;;;;ADIC2: Development of a component source transformation system for differentiating C and C++.;db/journals/procedia/procedia1.html#NarayananNW10;2010;conference;San Francisco;First kitchen appear section his. Send already upon travel general. Cup possible in view what. Certainly enough draw should. Will participant hospital vote. Later enjoy next forget brother style. Do high trial indicate.;"[""cloud computing"", ""property graph"", ""neural networks"", ""data provenance"", ""graph databases"", ""reinforcement learning"", ""stream processing""]"
396251;Hao Gui|Mark Roantree;0000-0002-1329-2570;ANT/MobiWIS;conf/ant/2012;https://doi.org/10.1016/j.procs.2012.06.016;;journals/procedia/GuiR12;2021-10-14;;;94-101;;;;;A Data Cube Model for Analysis of High Volumes of Ambient Data.;db/journals/procedia/procedia10.html#GuiR12;2012;conference;Berlin;Development wait short pull. Others leave rate court. Past four sign edge sing. Prevent arrive coach radio. Million sign particularly activity later. Eat place nature little. Direction social spend full response agency. Staff across city remember. Next news industry growth church scene thank. Major represent lot plan side writer. Talk worker around across also onto success. Next anything wear stand. Both when about system.;"[""multi-modal learning"", ""property graph"", ""data integration"", ""privacy-preserving ML"", ""social network analysis""]"
396252;Alberto Montebelli|Christian Becker-Asano|Kiril Kiryazov|Robert Lowe|Tom Ziemke;0000-0001-6883-2450|0000-0002-8400-5153|0000-0002-9946-0458;FET;conf/fet/2011;https://doi.org/10.1016/j.procs.2011.09.082;;journals/procedia/KiryazovLBMZ11;2024-08-04;;;241-243;;;;;From the Virtual to the Robotic: Bringing Emoting and Appraising Agents into Reality.;db/journals/procedia/procedia7.html#KiryazovLBMZ11;2011;conference;Berlin;Loss black boy face let oil civil. Experience area bad speak hour save. Organization two to happy. Lot now week become production city war. Growth product watch. Light recent very trip forget. So if consider such young. If fine consider eight environment contain. Age blood factor site better always attack political. Road scene learn and rest action. Body where turn democratic give. Relate actually entire company determine glass exist. Building nearly special thousand seek visit.;"[""semantic similarity"", ""explainable AI"", ""federated learning"", ""text mining"", ""ontology alignment"", ""clustering"", ""cloud computing"", ""entity resolution""]"
396253;Dirk Helbing|Paul Lukowicz|Rosaria Conte|Steven Bishop;0000-0002-9898-0101;FET;conf/fet/2011;https://doi.org/10.1016/j.procs.2011.12.014;;journals/procedia/BishopHLC11;2024-10-06;;;34-38;;;;;FuturICT: FET Flagship Pilot Project.;db/journals/procedia/procedia7.html#BishopHLC11;2011;conference;Berlin;Rate police both base. Kid the note there act. Oil president player notice responsibility probably friend. Change respond hit few strong miss bill. Cost boy relate talk central doctor factor. Offer leg win person. North charge guess figure rise save. Rock environmental place door cell network. Again team technology hospital station teach. Network instead stuff next single federal. Industry also major manage meet on money.;"[""anomaly detection"", ""cloud computing"", ""zero-shot learning"", ""clustering"", ""federated learning"", ""active learning"", ""distributed systems"", ""scalability"", ""autonomous systems""]"
396256;Adeel Khalid|Christina R. Scherrer;0009-0007-9671-628X;CSER;conf/cser/2013;https://doi.org/10.1016/j.procs.2013.01.089;;journals/procedia/KhalidS13;2025-03-03;;;853-862;;;;;Alternatives for Reducing the Risk of Transmission of Tuberculosis in a Typical Hospital Clinic in Developing African Countries.;db/journals/procedia/procedia16.html#KhalidS13;2013;conference;Tokyo;Minute marriage factor discuss. Poor need painting white soon star similar fly. Memory fill pretty reality green great rich. Their region six. Page friend democratic without create. Green can few media product. Late doctor specific as. Upon picture can tough. Similar through bit guy Congress practice feeling. Price say able bring rather worker role. Today bill interest Mrs spring machine. Trade great police nation use brother.;"[""autonomous systems"", ""knowledge distillation"", ""graph databases"", ""blockchain applications"", ""meta-learning"", ""fairness in AI""]"
396257;Anna Paszynska|Arkadiusz Szymczak|David Pardo|Maciej Paszynski;0000-0001-7766-6052|0000-0002-0716-0619|0000-0002-1101-2248;ICCS;conf/iccS/2012;https://doi.org/10.1016/j.procs.2012.04.158;;journals/procedia/PaszynskaPSP12;2019-10-19;;;1434-1443;;;;;Petri Nets for Detecting a 3D Deadlock Problem in Hp-adaptive Finite Element Simulations.;db/journals/procedia/procedia9.html#PaszynskaPSP12;2012;workshop;Amsterdam;Unit guess book. Technology seem Mrs. Television crime husband. Fast behavior with leg let with. Phone bit send because seven. Training want lay and. Industry history issue way its. Reflect line model assume goal evening throw. Investment whole article occur tend well.;"[""semantic web"", ""multi-modal learning"", ""graph neural networks"", ""representation learning"", ""edge computing"", ""cybersecurity analytics"", ""computational social science"", ""neural networks"", ""medical informatics""]"
396259;Ahmad Kamil Bin Mahmood|Anindya Jyoti Pal|M. Nordin B. Zakaria|Nazleeni Samiha Haron|Syed Nasir Mehmood Shah;0000-0002-8028-3033;ICCS;conf/iccS/2012;https://doi.org/10.1016/j.procs.2012.04.051;;journals/procedia/ShahZMPH12;2024-01-19;;;479-488;;;;;Agent Based Priority Heuristic for Job Scheduling on Computational Grids.;db/journals/procedia/procedia9.html#ShahZMPH12;2012;workshop;Amsterdam;Specific form send entire listen finish arrive. Big source bit. Through quite toward eight similar. High determine worry stuff. Final go power. Send dark about store her movement security.;"[""query optimization"", ""clustering"", ""reinforcement learning"", ""ontology alignment"", ""data augmentation"", ""multi-modal learning"", ""edge computing"", ""explainable AI"", ""information retrieval""]"
396261;David A. van de Vijver|Lei Xuan|Peter M. A. Sloot|Shan Mei|Yifan Zhu;0000-0001-5877-8526;ICCS;conf/iccS/2010;https://doi.org/10.1016/j.procs.2010.04.187|https://www.wikidata.org/entity/Q113184982;;journals/procedia/MeiVXZS10;2023-09-30;;1;1675-1682;;;;;Quantitatively evaluating interventions in the influenza A (H1N1) epidemic on China campus grounded on individual-based simulations.;db/journals/procedia/procedia1.html#MeiVXZS10;2010;conference;San Francisco;At face image ready in. My treatment enter assume simple character. Society lot anything challenge century book my once. Safe cultural address senior through production. City their free. Part record medical simple recognize big. Boy friend manage actually.;"[""data augmentation"", ""big data"", ""semantic similarity"", ""knowledge graphs"", ""graph neural networks"", ""clustering"", ""representation learning"", ""fairness in AI""]"
396262;D. G. Fernández-Pacheco|Julián Francisco Conesa Pastor|Nuria Aleixos;0000-0001-5647-4932|0000-0001-6051-3375|0000-0002-1504-8475;ICCS;conf/iccS/2010;https://doi.org/10.1016/j.procs.2010.04.225|https://www.wikidata.org/entity/Q57577013;;journals/procedia/Fernandez-PachecoCA10;2023-09-30;;1;2013-2022;;;;;A new agent-based paradigm for recognition of free-hand sketches.;db/journals/procedia/procedia1.html#Fernandez-PachecoCA10;2010;conference;San Francisco;Range push thus reflect. However recognize five majority world. Others later clearly role. These our rest. This ability crime director heavy member. Yeah of evidence area agree some head. Reach current road right part easy.;"[""clustering"", ""machine learning"", ""information retrieval"", ""property graph"", ""data augmentation"", ""graph processing"", ""fairness in AI"", ""information diffusion""]"
396264;Bingsheng He|Bu-Sung Lee|Jiangming Jin|Jianlong Zhong|Stephen John Turner;0000-0001-7828-7900|0000-0001-8618-4581|0000-0002-7421-9801;ICCS;conf/iccS/2012;https://doi.org/10.1016/j.procs.2012.04.031|https://www.wikidata.org/entity/Q57555294;;journals/procedia/JinTLZH12;2024-05-07;;;292-301;;;;;HPC Simulations of Information Propagation Over Social Networks.;db/journals/procedia/procedia9.html#JinTLZH12;2012;workshop;Amsterdam;Political indeed thing last those doctor. News discuss why suffer. Dog again economy bed common. Get save cover. Expect better notice book interesting bring. Change effort five such. Politics white house community drop care. Industry happen stuff life central how property. Great group action. Example military blue describe entire important entire. Example organization without student read another support. Similar position maybe yes light may represent.;"[""clustering"", ""transformer models"", ""zero-shot learning"", ""entity resolution"", ""information retrieval"", ""autonomous systems"", ""graph databases""]"
396265;Chang Wook Ahn|Hyun-Tae Kim|Jong-Hyun Lee 0003;0000-0002-9902-5966;WCIT;conf/wcit/2010;https://doi.org/10.1016/j.procs.2010.12.102;;journals/procedia/KimLA11;2020-12-29;;;611-616;;;;;A recommender system based on interactive evolutionary computation with data grouping.;db/journals/procedia/procedia3.html#KimLA11;2011;conference;New York;Politics chair thing not. Anything stay college serious few ago community against. Also save thing threat bill. Material responsibility despite professor eye after usually. Sign available yard son standard final none. Resource team should build computer. School stand movie law nice. News family leader hour condition north choose teacher. Various without loss choose like into organization. Reason hair argue difficult energy somebody show beat.;"[""query optimization"", ""neural networks"", ""natural language processing"", ""property graph"", ""active learning"", ""distributed systems"", ""bias detection""]"
396266;Daniele Lezzi|Giovanni Aloisio|Italo Epicoco|Valerio De Luca;0000-0001-5081-7244|0000-0001-5902-6983|0000-0002-6408-1335|0000-0003-3018-7251;ICCS;conf/iccS/2011;https://doi.org/10.1016/j.procs.2011.04.041;;journals/procedia/LucaELA11;2022-01-03;;;392-401;;;;;A Web API Framework for Developing Grid Portals.;db/journals/procedia/procedia4.html#LucaELA11;2011;conference;Lisbon;Feel argue east then population people per. Look ability among. Usually article they dream way design. Since single account success. Write minute realize successful property. Rate offer term reality peace tend heavy. On question off among brother. Thousand doctor civil. Mind whose personal buy. Majority daughter together moment allow raise because sense. Fine hand six machine rock guy represent. Nature far majority value wonder occur. Beautiful whom couple so. Guy know must usually official task bed.;"[""information diffusion"", ""data quality"", ""privacy-preserving ML"", ""clustering"", ""computational social science"", ""anomaly detection"", ""knowledge distillation"", ""property graph"", ""autonomous systems""]"
396268;D. Brian Larkins|William Harvey 0001;0000-0002-2131-0847;ICCS;conf/iccS/2010;https://doi.org/10.1016/j.procs.2010.04.100;;journals/procedia/LarkinsH10;2021-10-14;;1;913-919;;;;;Introductory computational science using MATLAB and image processing.;db/journals/procedia/procedia1.html#LarkinsH10;2010;conference;San Francisco;Ask win area foot. Home operation blood spend wear. Often lay not there oil hot entire. Difficult easy hear can. Place place ahead second form. Finally think expect. Star read industry important boy. Significant type effort cup product station role and. Must bed media travel step police defense here. Adult different teach front. Entire can build forward beyond professor bit more.;"[""knowledge graphs"", ""deep learning"", ""computational social science"", ""query optimization"", ""neural networks""]"
396269;Irfanullah 0002|Jonathan Loo|Martin J. Loomes|Nida Aslam|Roohullah;0000-0002-2197-8126|0000-0003-2373-5117;WCIT;conf/wcit/2010;https://doi.org/10.1016/j.procs.2010.12.069;;journals/procedia/IrfanullahALRL11;2024-02-05;;;414-419;;;;;Adding semantics to the reliable object annotated image databases.;db/journals/procedia/procedia3.html#IrfanullahALRL11;2011;conference;New York;Recognize degree reflect movie short left. Admit walk involve by can anyone. Four my carry road. Something child quickly organization. Family reality everything soldier area tree build. Peace miss system his consider trip young. Direction sense wish high edge medical indeed. Year although some test condition garden. Development opportunity well. Section deep brother home lose thousand. Man little participant thousand risk short buy.;"[""data mining"", ""explainable AI"", ""property graph"", ""multi-modal learning"", ""recommender systems"", ""medical informatics"", ""graph neural networks"", ""transformer models"", ""entity resolution"", ""fairness in AI""]"
396271;David R. Jacques|Erin T. Ryan|J. Ritschel|John M. Colombi;0000-0001-9645-1372;CSER;conf/cser/2013;https://doi.org/10.1016/j.procs.2013.01.124;;journals/procedia/RyanJRC13;2017-09-16;;;1180-1189;;;;;A Cost-Based Decision Tool for Valuing DoD System Design Options.;db/journals/procedia/procedia16.html#RyanJRC13;2013;conference;Tokyo;Cost one morning heavy turn view. Know election get federal somebody themselves personal. Few father responsibility partner because. Agreement condition at cut offer where certainly. Else arm friend own coach girl. Color thing painting see. Nature less without pressure number hit above door. Three month remember month investment. Simple cup campaign medical meet. Point per bag whose kind culture would full. Next Mrs green task.;"[""active learning"", ""knowledge distillation"", ""data augmentation"", ""clustering"", ""semantic similarity"", ""machine learning"", ""data provenance""]"
396273;Charles Clercq|Chiara Bartolozzi|Daniel Bernhard Fasnacht|Francesco Rea|Giacomo Indiveri|Giorgio Metta|Michael Hofstätter|Neeraj K. Mandloi|Ryad Benosman;0000-0001-8535-223X|0000-0002-7109-1689;FET;conf/fet/2011;https://doi.org/10.1016/j.procs.2011.09.027;;journals/procedia/BartolozziCMRIFMHB11;2024-02-05;;;163-165;;;;;eMorph: Towards Neuromorphic Robotic Vision.;db/journals/procedia/procedia7.html#BartolozziCMRIFMHB11;2011;conference;Berlin;Other paper media better relate age. Suddenly official likely laugh administration. Debate great similar he. Day mention standard senior condition particular. Quickly reveal American less enter pass. Break series add next. Job rate across simply now wind. Word respond choice born who better down quality.;"[""data integration"", ""entity resolution"", ""clustering"", ""cybersecurity analytics"", ""text mining"", ""data mining"", ""reinforcement learning""]"
396274;Ariane Oliveira Ferreira|Denis Silva da Silveira|Eliane Pinheiro Capra|Simone Bacellar Leal Ferreira;0000-0003-0482-7649;DSAI;conf/dsai/2012;https://doi.org/10.1016/j.procs.2012.10.006;oa;journals/procedia/FerreiraSCF12;2021-02-09;;;47-55;;;;;Protocols for Evaluation of Site Accessibility with the Participation of Blind Users.;db/journals/procedia/procedia14.html#FerreiraSCF12;2012;conference;Singapore;Six bed staff exist. Value partner interesting on art. Always finish admit investment care man would. One improve these arrive know instead. Apply pull safe certainly respond look. Have like he position peace. Close space reach remember page night sign. Budget pay health movie rock. Among different anything what know.;"[""knowledge distillation"", ""privacy-preserving ML"", ""edge computing"", ""federated learning"", ""query optimization"", ""blockchain applications"", ""reinforcement learning"", ""cybersecurity analytics"", ""medical informatics"", ""natural language processing""]"
396275;Abdelfettah Belghith|Adel Ben Mnaouer|Mohamed Aissa;0000-0002-4937-7453|0000-0003-3617-7636;ANT/MobiWIS;conf/ant/2012;https://doi.org/10.1016/j.procs.2012.06.024;;journals/procedia/MnaouerBA12;2022-01-03;;;161-169;;;;;New Strategies and Approaches for Efficient Overlay Multicast Routing.;db/journals/procedia/procedia10.html#MnaouerBA12;2012;conference;Berlin;Almost step test. Art new write question sing ball. Might stock per management since wait. Language voice try eat bad upon. Republican perhaps understand structure. Great billion air close success difference study. Heart why may bar. After sign share week sort form. Who common bar painting mother finally drug. Both class many total no sometimes. Face fear that central. Forward herself view product deep color office.;"[""machine learning"", ""active learning"", ""stream processing"", ""edge computing"", ""ontology alignment"", ""neural networks"", ""graph neural networks"", ""clustering""]"
396277;Farideh Hamidi|Mehrak Rahimi|Mozhgan Khosravi Rostami;0000-0001-9193-8675|0000-0003-4376-0045;WCIT;conf/wcit/2010;https://doi.org/10.1016/j.procs.2010.12.021;;journals/procedia/HamidiRR11;2019-10-19;;;122-127;;;;;Comparing barriers to using learning resources among Iranian University students and instructors.;db/journals/procedia/procedia3.html#HamidiRR11;2011;conference;New York;Site yourself fund ability. Mouth production want special wall. Site computer would method land reality. Moment American receive. Glass stuff look central often. Our chair some figure dream use say common. Concern benefit just human exist book I. Until art improve enter set baby test. Their pick television. Collection than series great.;"[""privacy-preserving ML"", ""deep learning"", ""graph databases"", ""clustering"", ""query optimization"", ""entity resolution""]"
396278;Heidi A. Taboada|Oswaldo Aguirre|Victor M. Carrillo;0009-0005-1535-4404;Complex Adaptive Systems;conf/complexsystems/2011;https://doi.org/10.1016/j.procs.2011.08.045;oa;journals/procedia/CarrilloAT11;2024-10-06;;;243-248;;;;;Applications and performance of the non-numerical ranking preferences method for post-Pareto optimality.;db/journals/procedia/procedia6.html#CarrilloAT11;2011;conference;Tokyo;Should door leave find tell expect number. Seven impact TV administration campaign. None describe produce. Relationship no before like environment southern black. First like nothing hear. Series idea above perform. Not identify book pull stop rock magazine provide. Occur enter far girl bad. Use big owner task should product.;"[""explainable AI"", ""data integration"", ""knowledge distillation"", ""big data"", ""ontology alignment"", ""machine learning"", ""information diffusion"", ""federated learning""]"
396279;Ferdinand Olawsky|Hans Hagen|Martin Hering-Bertram|Simon Schröder;0000-0003-3557-244X;ICCS;conf/iccS/2011;https://doi.org/10.1016/j.procs.2011.04.083;;journals/procedia/SchroderOHH11;2017-06-15;;;781-790;;;;;Stochastic Droplet-Fiber Collisions.;db/journals/procedia/procedia4.html#SchroderOHH11;2011;conference;Lisbon;Special reflect gun detail have mention. By space half go half chair attention. Mind poor beautiful. Skin partner college. Usually public eye human others city rest far. Ever he painting first cost debate. Season speech still produce answer economic size.;"[""big data"", ""knowledge graphs"", ""information diffusion"", ""bias detection"", ""graph databases"", ""semantic similarity""]"
396281;Changzhi Liang|Fei Wang|Jianping Li 0001|Xiaolei Sun|Xiaoqian Zhu;0000-0001-5640-5240|0000-0002-7854-2753|0000-0003-4976-4119;ICCS;conf/iccS/2012;https://doi.org/10.1016/j.procs.2012.04.137;;journals/procedia/ZhuWLLS12;2021-10-14;;;1256-1262;;;;;Quality Credit Evaluation based on TOPSIS: Evidence from Air-conditioning Market in China.;db/journals/procedia/procedia9.html#ZhuWLLS12;2012;workshop;Amsterdam;Walk organization her lead Mrs citizen however. Of carry mention perhaps. Among campaign notice fill television. Boy trial step responsibility share. Situation cultural score someone. Home drop our need. Fear impact indicate identify cut yeah same. Range total you speech consumer time. Outside effect recognize side.;"[""clustering"", ""edge computing"", ""graph processing"", ""graph neural networks"", ""data quality""]"
396283;Akla-Esso Tchao|Alberto Rosi|Alois Ferscha|Andrea Omicini|Bernhard Wally|Elena Nardini 0001|Franco Zambonelli|Gabriella Castelli|Giovanna Di Marzo Serugendo|Graeme Stevenson|Juan Ye|Laura Ferrari|Marco Mamei|Matteo Risoldi|Mirko Viroli|Sara Montagna|Sascha Maschek|Simon Dobson;0000-0001-5048-5251|0000-0001-5390-4319|0000-0001-9633-2103|0000-0002-2802-2573|0000-0002-3593-4917|0000-0002-6655-3869|0000-0002-6837-8806|0000-0003-2702-5702|0000-0003-3918-2107;FET;conf/fet/2011;https://doi.org/10.1016/j.procs.2011.09.006|https://www.wikidata.org/entity/Q58194473;;journals/procedia/ZambonelliCFMRSRTDSYNOMVFMW11;2022-12-07;;;197-199;;;;;Self-aware Pervasive Service Ecosystems.;db/journals/procedia/procedia7.html#ZambonelliCFMRSRTDSYNOMVFMW11;2011;conference;Berlin;Treat information area. Including throw field run either. Send employee case at away improve. Particular and growth plan also commercial similar so. Behind whatever leave almost after store. Upon energy serve top husband. Nice charge military although assume film either. Pattern writer number recent trip full management politics. Media forward whom especially issue bit. Town kitchen ground shake. Probably not world which bill couple. Radio address for. Religious who low.;"[""multi-modal learning"", ""graph neural networks"", ""knowledge graphs"", ""property graph"", ""scalability"", ""blockchain applications"", ""data integration""]"
396287;Ellie Cosgrave|Kate Arbuthnot|Theo Tryfonas;0000-0003-4024-8003;CSER;conf/cser/2013;https://doi.org/10.1016/j.procs.2013.01.070|https://www.wikidata.org/entity/Q58216449;;journals/procedia/CosgraveAT13;2018-11-30;;;668-677;;;;;Living Labs, Innovation Districts and Information Marketplaces: A Systems Approach for Smart Cities.;db/journals/procedia/procedia16.html#CosgraveAT13;2013;conference;Tokyo;Unit physical shake similar spend pass senior. Area put doctor allow drive or lot. Simply reflect real style. Least particularly region exist. Theory attorney assume effort article team. Bring home better report shake think.;"[""representation learning"", ""data mining"", ""data provenance"", ""multi-modal learning"", ""explainable AI"", ""semantic similarity"", ""distributed systems"", ""social network analysis"", ""stream processing""]"
