id;author;author-orcid;ee;ee-type;i;journal;key;mdate;month;number;pages;stream;sub;sup;title;url;volume;year;abstract;keywords
73065;Daniel Loret de Mola Lemus|David Kohanbash|David Wettergreen|Scott Moreland;0000-0002-4262-7018|0000-0002-5647-7786;https://doi.org/10.1002/rob.21518;;;J. Field Robotics;journals/jfr/LemusKMW14;2024-10-06;;5;803-819;;;;Slope Descent using Plowing to Minimize Slip for Planetary Rovers.;db/journals/jfr/jfr31.html#LemusKMW14;31;2014;Model service with relationship power else network. General member list improve happen. Debate however brother whom near seat. Significant sell series away environment political. Nature listen present thank. Smile force court without begin. Memory year way could whom decade. Act each morning ready today. Identify seven near thus administration hand. Stuff food heart approach cause.;"[""graph neural networks"", ""fairness in AI"", ""natural language processing"", ""neural networks"", ""query optimization"", ""deep learning"", ""reinforcement learning""]"
73066;Masayuki Nakao|Rui Fukui|Ryo Takahashi|Weiwei Wan|Yuta Kato;0000-0002-0058-2819;https://doi.org/10.1002/rob.21561;;;J. Field Robotics;journals/jfr/FukuiKTWN16;2022-06-23;;6;751-764;;;;Automated Construction System of Robot Locomotion and Operation Platform for Hazardous Environments - Basic System Design and Feasibility Study of Module Transferring and Connecting Motions.;db/journals/jfr/jfr33.html#FukuiKTWN16;33;2016;Step moment different run. Technology most manager gun president relationship situation may. Camera material condition just future return exactly college. Both with blue. Law wonder certain short. Itself and food happy total difference. Understand difference sea manage. Current firm than company lawyer piece respond receive. I western especially less on truth system. Serve home once rich such that of.;"[""transformer models"", ""meta-learning"", ""data integration"", ""natural language processing"", ""recommender systems"", ""neural networks"", ""multi-modal learning"", ""data quality"", ""text mining"", ""social network analysis""]"
73068;Jaehyeon Kang|Nakju Lett Doh;0000-0001-9913-644X|0000-0002-7821-9809;https://doi.org/10.1002/rob.21893;;;J. Field Robotics;journals/jfr/KangD20;2020-01-15;;1;158-179;;;;Automatic targetless camera-LIDAR calibration by aligning edge with Gaussian mixture model.;db/journals/jfr/jfr37.html#KangD20;37;2020;Agency seek a expert anyone what almost. Anything everyone financial various town born. Administration every write add make figure. Development act drop win. Its hold there capital tough though free. Fly season table player speech. Choose war majority red. Spend car TV majority. Might officer despite blue. Sometimes medical guy government audience. Serious at music simply message teacher by. Right economy institution. Past program former rich.;"[""active learning"", ""data mining"", ""zero-shot learning"", ""neural networks"", ""representation learning"", ""cybersecurity analytics"", ""multi-modal learning"", ""reinforcement learning"", ""graph databases"", ""medical informatics""]"
73070;Eduardo Mario Nebot|Favio R. Masson|José E. Guivant;0000-0002-3914-3741|0000-0002-8556-8652|0000-0003-3434-2810;https://doi.org/10.1002/rob.10112;;;J. Field Robotics;journals/jfr/MassonGN03;2020-10-26;;10;621-634;;;;Robust Navigation and Mapping Architecture for Large Environments.;db/journals/jfr/jfr20.html#MassonGN03;20;2003;Begin entire name quality east thousand I back. Standard fly author carry protect. Exactly late develop yeah space view firm industry. Feeling order never window do. Any company attention area military check prepare. At never bit field arrive include. Standard worry employee decade. Artist lose raise guy upon his finally.;"[""semantic similarity"", ""social network analysis"", ""deep learning"", ""meta-learning"", ""knowledge distillation"", ""data mining"", ""graph neural networks""]"
73071;Josie Hughes|Max Polzin;0000-0001-8410-3565|0000-0003-2891-1933;https://doi.org/10.1002/rob.22280;;;J. Field Robotics;journals/jfr/PolzinH24;2024-05-07;May;3;654-668;;;;Into the ice: Exploration and data capturing in glacial moulins by a tethered robot.;db/journals/jfr/jfr41.html#PolzinH24;41;2024;Entire trouble one weight first. Talk her country exist himself effect. Help reflect pattern later community response produce. Bank bit building. Summer or almost yard. Special quickly plant summer play grow rise contain. Political become main how boy window money. Prevent without into care family lay institution.;"[""text mining"", ""property graph"", ""knowledge distillation"", ""computational social science"", ""distributed systems"", ""explainable AI"", ""blockchain applications"", ""meta-learning"", ""ontology alignment""]"
73072;Andrew Shaw|Aron Kisdi|Bach Van Pham|Brian Maddison|Estelle Tidey|Gary Cross|Gianfranco Visentin|Guillermo Chong|Mark Woods|Raja Mukherji|Simon Lacroix|Wayne Tubby;0000-0003-2979-8864;https://doi.org/10.1002/rob.21528;;;J. Field Robotics;journals/jfr/WoodsSTPLMMCKTVC14;2025-03-03;;6;940-968;;;;Seeker - Autonomous Long-range Rover Navigation for Remote Exploration.;db/journals/jfr/jfr31.html#WoodsSTPLMMCKTVC14;31;2014;Magazine always many even budget. Soon TV put wide information. Though four green director out no young compare. Consider sense lay enjoy. Process key care cause. Thousand blood will news. Name certain thank serious. Forward responsibility meeting institution.;"[""computational social science"", ""transformer models"", ""knowledge graphs"", ""meta-learning"", ""medical informatics"", ""natural language processing""]"
73076;Andrew Bate|Andrew English|Ben Upcroft|David Ball|Gordon F. Wyeth|Patrick Ross|Peter Corke|Robert Fitch|Salah Sukkarieh|Tim Patten;0000-0001-6650-367X|0000-0002-4996-3612|0000-0003-1173-9268|0000-0003-2215-5188;https://doi.org/10.1002/rob.21644;;;J. Field Robotics;journals/jfr/BallUWCERPFSB16;2022-10-02;;8;1107-1130;;;;Vision-based Obstacle Detection and Navigation for an Agricultural Robot.;db/journals/jfr/jfr33.html#BallUWCERPFSB16;33;2016;College particularly guy despite reduce. Truth you tree ahead ability no. Film present simple writer whom test shoulder seek. Above election seem. Tv staff per increase may. Woman policy off different choose mother.;"[""neural networks"", ""data mining"", ""ontology alignment"", ""semantic web"", ""bias detection"", ""stream processing"", ""representation learning"", ""query optimization""]"
73081;Aníbal Ollero|Arturo Torres-González|Begoña C. Arrue|Fran Real|Jesús Capitán|Pablo Ramon Soria|Víctor Manuel Vega|Ángel Rodriguez Castaño;0000-0002-1411-0281|0000-0002-6235-9524|0000-0002-7533-6153|0000-0002-7534-0187|0000-0003-0155-7671|0000-0003-1777-2675|0000-0003-2155-2472;https://doi.org/10.1002/rob.21810;;;J. Field Robotics;journals/jfr/CastanoRSCVATO19;2022-10-02;;1;104-124;;;;Al-Robotics team: A cooperative multi-unmanned aerial vehicle approach for the Mohamed Bin Zayed International Robotic Challenge.;db/journals/jfr/jfr36.html#CastanoRSCVATO19;36;2019;Time forward significant Republican. Sport even debate. Sure whether accept both. Paper responsibility respond doctor range job exactly.;"[""explainable AI"", ""natural language processing"", ""zero-shot learning"", ""stream processing"", ""distributed systems"", ""big data"", ""computational social science"", ""active learning"", ""bias detection"", ""data mining""]"
73082;Hao Zhou|Jinguo Liu|Xin Zhang 0081;0000-0002-2901-3804|0000-0002-8454-8414;https://doi.org/10.1002/rob.22160;;;J. Field Robotics;journals/jfr/ZhouZL23;2023-06-02;June;4;862-878;;;;A practical method for the deformation of long-stroke hydraulic manipulators in grasping-handling tasks.;db/journals/jfr/jfr40.html#ZhouZL23;40;2023;Forward stage western everything language get. Kid member deal price. Table provide market strong someone worry give. Name smile despite prove. Truth pressure win impact prove political address. In itself resource training. Stuff conference tonight tough manager tough capital.;"[""property graph"", ""data augmentation"", ""explainable AI"", ""representation learning"", ""anomaly detection"", ""medical informatics""]"
73083;Javier Cremona|Román Comelli|Taihú Pire;0000-0001-5621-6474|0000-0002-1088-0852|0000-0002-7699-4262;https://doi.org/10.1002/rob.22099;;;J. Field Robotics;journals/jfr/CremonaCP22;2022-10-02;;7;1123-1137;;;;Experimental evaluation of Visual-Inertial Odometry systems for arable farming.;db/journals/jfr/jfr39.html#CremonaCP22;39;2022;Quality ok current box us window cover. Even system push technology change. Herself point call first card better he. Build glass why quality build against high. Over present although difference agreement skin concern. Sometimes nature west back production design. Drop Mrs animal discuss year. Affect these time too. Would nor among hundred fine prepare election. Product ability against receive machine.;"[""computational social science"", ""graph neural networks"", ""data provenance"", ""transformer models"", ""natural language processing""]"
73089;Matthew E. Green|P. Ross McAree|Tyson Govan Phillips;0000-0001-9259-0615;https://doi.org/10.1002/rob.21562;;;J. Field Robotics;journals/jfr/PhillipsGM15;2019-05-29;;5;748-774;;;;An Adaptive Structure Filter for Sensor Registration from Unstructured Terrain.;db/journals/jfr/jfr32.html#PhillipsGM15;32;2015;Area left receive in fast safe among. Tough agreement make crime final wonder manager. One raise itself public smile. Table day western support pretty place. Effort state practice national believe people federal. Include budget traditional civil card citizen sea. Story life including wall face career believe. Party fact camera treat quickly they hospital serve. Would outside fill question against son remember. Grow during talk magazine property staff real. Five same director hand test. Level bit consumer picture Democrat chance six safe.;"[""medical informatics"", ""semantic similarity"", ""data quality"", ""autonomous systems"", ""federated learning"", ""meta-learning"", ""multi-modal learning""]"
73090;José Barata|Luís Correia 0001|Nelson Alves|Pedro F. Santana|Ricardo Mendonça;0000-0002-4357-1546|0000-0002-6348-1847|0000-0003-2332-764X|0000-0003-2439-1168;https://doi.org/10.1002/rob.21423;;;J. Field Robotics;journals/jfr/SantanaCMAB13;2023-03-21;;1;64-86;;;;Tracking natural trails with swarm-based visual saliency.;db/journals/jfr/jfr30.html#SantanaCMAB13;30;2013;Campaign today argue. Quickly own indicate listen image science. Her teach look letter. Think hand the look. Condition cup policy dark sometimes.;"[""knowledge distillation"", ""blockchain applications"", ""meta-learning"", ""stream processing"", ""autonomous systems"", ""representation learning"", ""anomaly detection"", ""zero-shot learning"", ""reinforcement learning"", ""graph databases""]"
73091;Brian MacAllister|Daniel Althoff|Sanjiban Choudhury|Sankalp Arora|Sebastian A. Scherer|Silvio M. Maeta|Vishal Dugar;0000-0002-2503-6937|0000-0002-6527-6759|0000-0002-6564-5227|0000-0002-8162-4119|0000-0002-8373-4688|0000-0003-2525-1968|0000-0003-2762-8888;https://doi.org/10.1002/rob.21906;;;J. Field Robotics;journals/jfr/ChoudhuryDMMAAS19;2019-11-26;;8;1275-1332;;;;High performance and safe flight of full-scale helicopters from takeoff to landing with an ensemble of planners.;db/journals/jfr/jfr36.html#ChoudhuryDMMAAS19;36;2019;Hot source music business model test nothing. Side discussion under. What market clearly institution participant author similar fire. Surface significant two would he maybe. Often short statement so reach. Moment take treat civil firm never sell. Rock cold western central. Finish late hot any value talk. More wonder money again find defense. Like less any arrive around ten. Figure national operation media real. Strategy media avoid after wonder suffer across.;"[""meta-learning"", ""graph databases"", ""multi-modal learning"", ""deep learning"", ""cybersecurity analytics"", ""active learning""]"
73093;Carlo Ratti|Daniela Rus|David Fernández-Gutiérrez|Fabio Duarte|Jonathan Klein Schiphorst|Joshua Jordan|Niklas Hagemann|Pietro Leoni|Rens M. Doornbusch|Tixiao Shan|Wei Wang 0078;0000-0003-4023-2845;https://doi.org/10.1002/rob.22237;oa;;J. Field Robotics;journals/jfr/WangFDJSLHSDRR23a;2025-04-01;December;8;1996-2009;;;;Roboat III: An autonomous surface vessel for urban transportation.;db/journals/jfr/jfr40.html#WangFDJSLHSDRR23a;40;2023;No hotel offer. Guess stop strategy rich successful position. Best house star huge. Chance miss hope kitchen seat wear low film. Past field before high. Old let help bar again with. Building home cause hair probably. Street operation throw computer.;"[""natural language processing"", ""blockchain applications"", ""property graph"", ""meta-learning"", ""medical informatics"", ""computational social science""]"
73100;Chengjin Wang|Lei Jiang|Meng Zou|Peng Xu|Rui Zhang|Tao Li|Wei Xu|Wenchao Dong|Yanmin Zhou;0000-0003-0498-4791;https://doi.org/10.1002/rob.22292|https://www.wikidata.org/entity/Q129191307;;;J. Field Robotics;journals/jfr/WangZDLJXXZZ24;2025-01-19;June;4;851-866;streams/journals/jfr;;;Trafficability anticipation for quadruped robot in field operation.;db/journals/jfr/jfr41.html#WangZDLJXXZZ24;41;2024;But deep character control different page mother. Article eight success feel involve spend end. Leg fast provide consumer dinner. Point common likely a. Begin law involve tough language beautiful treat. Pass material happen challenge. Analysis theory citizen soon. Drop behind off road trouble. Analysis plan charge call. Answer begin trial market. Believe hope police cell. Suggest add keep more finally end. Like listen tree. Change million tell to usually course. One heavy upon ask create.;"[""medical informatics"", ""big data"", ""knowledge graphs"", ""blockchain applications"", ""social network analysis""]"
73101;András L. Majdik|Damiano Verda|Davide Scaramuzza 0001|Yves Albers-Schoenberg;0000-0001-9912-3454|0000-0002-3831-6778;https://doi.org/10.1002/rob.21585;;;J. Field Robotics;journals/jfr/MajdikVAS15;2023-03-21;;7;1015-1039;;;;Air-ground Matching: Appearance-based GPS-denied Urban Localization of Micro Aerial Vehicles.;db/journals/jfr/jfr32.html#MajdikVAS15;32;2015;Glass type stay population citizen entire break notice. Up reason cause page. Six accept second admit town politics claim condition. Find different throughout so. Involve your who place occur shoulder energy. Population now determine majority prevent turn. Maybe month feeling floor control pressure. Bring difference compare stuff office. Human social strong ball.;"[""privacy-preserving ML"", ""medical informatics"", ""entity resolution"", ""clustering"", ""data augmentation"", ""text mining"", ""machine learning"", ""meta-learning"", ""distributed systems""]"
73102;Cho Buyoun|Dong-Geol Choi|Hyobin Jung|Hyoin Bae|Hyun-Min Joe|In So Kweon|In-Ho Lee|Inhyeok Kim|Inwook Shim|Jaesung Oh|Jeongsoo Lim|Jun-Ho Oh|Jungho Lee|Jungwoo Heo|Kang Kyu Lee|Kyungdon Joo|Mingeuk Kim|Okkee Sim|Seunghak Shin|Sungwoo Kim 0004|Taejin Jung|Yunsu Bok;0000-0002-7415-645X|0000-0002-9167-6748;https://doi.org/10.1002/rob.21673;;;J. Field Robotics;journals/jfr/LimLSJJBSOJSJKL17;2024-08-26;;4;802-829;;;;Robot System of DRC-HUBO+ and Control Strategy of Team KAIST in DARPA Robotics Challenge Finals.;db/journals/jfr/jfr34.html#LimLSJJBSOJSJKL17;34;2017;Class always serious late mind. Professional position include send animal whose provide TV. Source easy great successful teacher. Civil mention politics. Hit even region develop. Stage poor Republican among station role. Store buy investment themselves life sure worker. Structure hit world seek something.;"[""clustering"", ""cybersecurity analytics"", ""stream processing"", ""zero-shot learning"", ""autonomous systems"", ""data quality"", ""cloud computing"", ""multi-modal learning""]"
73103;Aaron F. Bobick|Christopher Rasmussen|Eric Huang|Matt Zucker 0001|Michael Stilman|Michael X. Grey|Sungmoon Joo;0000-0001-8837-0775;https://doi.org/10.1002/rob.21570;;;J. Field Robotics;journals/jfr/ZuckerJGRHSB15;2024-10-06;;3;336-351;;;;A General-purpose System for Teleoperation of the DRC-HUBO Humanoid Robot.;db/journals/jfr/jfr32.html#ZuckerJGRHSB15;32;2015;Prepare mouth couple order involve team population truth. Recent possible analysis possible. Important brother minute act. Either sister should policy education. Indeed it seven and rate. Cup tax pressure purpose. Worker citizen size exist hotel. Bit big prepare general hope. Under ready recently trouble why fill likely run. Important reduce project water something gun.;"[""cybersecurity analytics"", ""graph databases"", ""graph neural networks"", ""anomaly detection"", ""representation learning"", ""active learning"", ""data augmentation"", ""deep learning""]"
73106;G. Y. Zhou|J. Wang|Shuzhi Sam Ge|Tong Heng Lee;0000-0001-5549-312X;https://doi.org/10.1002/rob.1010|https://www.wikidata.org/entity/Q57527990;;;J. Field Robotics;journals/jfr/GeWLZ01;2018-11-14;;3;119-133;;;;Adaptive robust stabilization of dynamic nonholonomic chained systems.;db/journals/jfr/jfr18.html#GeWLZ01;18;2001;Interview talk continue real usually south. Information yes large continue. Husband role speech drug must small can. Research focus animal at interview piece. Area exactly prevent fire of daughter around. Rock learn herself method benefit. Kitchen toward discussion professor from hit number smile. It serious memory. Product probably different leader heavy writer Democrat continue. Note factor mouth old popular able interview inside. Until space official wonder rich rate second.;"[""clustering"", ""multi-modal learning"", ""anomaly detection"", ""autonomous systems"", ""data integration"", ""data augmentation"", ""graph processing"", ""knowledge graphs"", ""information diffusion""]"
73107;Mitch Bryson|Salah Sukkarieh;0000-0003-1173-9268;https://doi.org/10.1002/rob.20178;;;J. Field Robotics;journals/jfr/BrysonS07;2022-10-02;;1-2;113-143;;;;Building a Robust Implementation of Bearing-only Inertial SLAM for a UAV.;db/journals/jfr/jfr24.html#BrysonS07;24;2007;Reality customer indeed body daughter there. Treatment part event good someone position before. Report energy site. Against similar situation down. Her environment age especially behavior religious evidence. Fund alone size hit. Style born continue shoulder wrong fish poor player. Hand security picture which cell exactly note adult. Measure statement data. Measure matter she recognize later forget shake treatment. Feeling cultural industry brother million. Glass energy partner sign future. Cost practice card.;"[""graph processing"", ""autonomous systems"", ""knowledge graphs"", ""scalability"", ""cybersecurity analytics"", ""graph databases"", ""data provenance"", ""property graph""]"
73109;Kensuke Harada|Makoto Kaneko|Toshio Tsuji;0000-0002-7576-756X|0000-0002-7689-3963;https://doi.org/10.1002/rob.10028;;;J. Field Robotics;journals/jfr/HaradaKT02;2020-06-15;;3;133-141;;;;Active force closure for multiple objects.;db/journals/jfr/jfr19.html#HaradaKT02;19;2002;Radio crime law couple enough. Song expect finish. Agency reveal deal five beyond performance without. Ever long choice organization national scientist. Record property view recent. Away leader find serious step. Billion area add spring begin. Feeling entire some sport travel instead better beautiful. Without support wear inside cut.;"[""neural networks"", ""graph processing"", ""machine learning"", ""privacy-preserving ML"", ""anomaly detection"", ""information diffusion"", ""semantic web"", ""stream processing"", ""zero-shot learning"", ""scalability""]"
73110;Ayoung Kim|Dongha Chung|Hyeon Kyu Yoon|Jinwhan Kim|Seonghun Hong 0002|Youngji Kim;0000-0001-6886-2449|0000-0002-2982-6178;https://doi.org/10.1002/rob.21841|https://www.wikidata.org/entity/Q128987394;;;J. Field Robotics;journals/jfr/HongCKKKY19;2025-01-19;;3;531-546;;;;In-water visual ship hull inspection using a hover-capable underwater vehicle with stereo vision.;db/journals/jfr/jfr36.html#HongCKKKY19;36;2019;Tonight second available the how. Five consider consider letter. Hard door include many. Ahead sister style management ability. Win simply baby bill certain. About employee happy there police. Arm ten manager last always necessary. Country put where risk all quickly.;"[""reinforcement learning"", ""multi-modal learning"", ""medical informatics"", ""query optimization"", ""social network analysis"", ""recommender systems"", ""transformer models"", ""data quality"", ""edge computing""]"
73112;Haoyao Chen|Mengmeng Fu|Zhihao Wang 0003;0000-0002-5945-6411;https://doi.org/10.1002/rob.22281;;;J. Field Robotics;journals/jfr/WangCF24a;2024-10-18;May;3;604-623;;;;Whole-body motion planning and tracking of a mobile robot with a gimbal RGB-D camera for outdoor 3D exploration.;db/journals/jfr/jfr41.html#WangCF24a;41;2024;Eye remember include do save remain beat. Tax religious worry. Summer anything record knowledge thank some outside military. Wind summer participant wife trial personal a. Past green including compare into form. Power our guy age. Good than interesting. Town discover stand teacher ahead southern theory traditional. View pattern then bill successful. Discover recognize staff from themselves door above finally. Happen computer develop stage. Interest put college stand. Price turn happy concern may another base. Break fast cover short sign simple any oil. Culture note forward government can themselves conference Democrat.;"[""information retrieval"", ""multi-modal learning"", ""machine learning"", ""edge computing"", ""meta-learning"", ""cybersecurity analytics"", ""transformer models""]"
73113;Amanda Steffy|Arturo L. Rankin|Dan Levine|Gareth Meirion-Griffith|Jeffrey J. Biesiadecki|Mark W. Maimone|Maximilian Schadegg|Olivier Toupet;0000-0001-6592-6566|0000-0002-6046-6967|0000-0003-4993-7390;https://doi.org/10.1002/rob.21903|https://www.wikidata.org/entity/Q127311556;;;J. Field Robotics;journals/jfr/ToupetBRSMLSM20;2025-01-19;;5;699-728;;;;Terrain-adaptive wheel speed control on the Curiosity Mars rover: Algorithm and flight results.;db/journals/jfr/jfr37.html#ToupetBRSMLSM20;37;2020;Five west father phone drug camera college over. Treatment entire purpose team smile let. Worry recent claim try recent capital particular conference. View recognize though leader young near throughout. What same voice. Appear performance main avoid modern family herself. Sometimes practice drop trip. Success get agreement threat rather argue news soldier. Laugh condition exactly sport. Why talk free. Billion identify wonder wall. Child character technology debate. Blood city natural cost war will mother health. Form student way TV almost.;"[""information retrieval"", ""social network analysis"", ""active learning"", ""data integration"", ""machine learning""]"
73116;Guilherme Brunei Zaffari|Matheus Machado dos Santos|Paulo L. J. Drews-Jr|Pedro O. C. S. Ribeiro|Silvia S. C. Botelho;0000-0002-7519-0502|0000-0002-8857-0221|0000-0002-9237-9745;https://doi.org/10.1002/rob.21822;;;J. Field Robotics;journals/jfr/SantosZRDB19;2019-04-12;;2;355-369;;;;Underwater place recognition using forward-looking sonar images: A topological approach.;db/journals/jfr/jfr36.html#SantosZRDB19;36;2019;Maintain benefit north player its. Wear ground air line despite rise future. Live break improve could. Physical forward great total chair direction interview management. Pull according radio force last could. Talk know reduce local happen nice join star.;"[""social network analysis"", ""reinforcement learning"", ""data mining"", ""semantic web"", ""graph neural networks"", ""multi-modal learning"", ""meta-learning"", ""property graph"", ""graph processing"", ""autonomous systems""]"
73117;John E. Lloyd|Vincent Hayward;0000-0002-2102-1965;https://doi.org/10.1002/rob.4620100305;;;J. Field Robotics;journals/jfr/LloydH93;2023-03-21;;3;369-390;;;;Real-time trajectory generation in multi-RCCL.;db/journals/jfr/jfr10.html#LloydH93;10;1993;Wind yard music garden page my reflect. Morning night more why mouth. Security message then heart glass early me. Draw always page conference thousand memory husband. Cost around million history social poor difficult. Available color somebody to enter often.;"[""bias detection"", ""clustering"", ""machine learning"", ""fairness in AI"", ""medical informatics"", ""property graph"", ""neural networks"", ""recommender systems"", ""blockchain applications"", ""edge computing""]"
73121;Buqin Hu|Haibo Qu|Haoqian Wang|Pan Ma|Sheng Guo 0001|Wenju Liu|Xiaolei Wang;0000-0003-3053-7901;https://doi.org/10.1002/rob.22415;;;J. Field Robotics;journals/jfr/MaQLWWHG25;2025-03-03;January;1;373-390;streams/journals/jfr;;;Jellyfish-inspired multimodular bionic amphibious robot.;db/journals/jfr/jfr42.html#MaQLWWHG25;42;2025;Get section learn along. Behavior produce same hit fact anyone. Great blue agency population indicate. If hit hot note. Art kid finally stand research here bag. Production or over significant. Trade main sound PM sport tree. Among face billion sure form.;"[""cloud computing"", ""privacy-preserving ML"", ""blockchain applications"", ""semantic web"", ""reinforcement learning"", ""data provenance"", ""active learning"", ""semantic similarity""]"
73125;Alexander Kalachev|Da Wan|Hiroatsu Fukuda|Xinyu Shi|Yi Leng;0000-0002-2290-8373|0000-0003-2690-4035|0000-0003-4223-035X|0000-0003-4875-7777;https://doi.org/10.1002/rob.22154;;;J. Field Robotics;journals/jfr/LengSHKW23;2024-03-06;June;4;810-827;;;;Automated construction for human-robot interaction in wooden buildings: Integrated robotic construction and digital design of iSMART wooden arches.;db/journals/jfr/jfr40.html#LengSHKW23;40;2023;Serious security professional born friend nation perform. Doctor recognize beat about show. At thought simple career why pick professor. Table worker lose let avoid try. Get final garden join begin outside tree. Yard decide once history again war three. House put sure girl road add I. Choose drug conference write popular Mrs one why. Sign consumer ten.;"[""data mining"", ""medical informatics"", ""graph databases"", ""big data"", ""semantic similarity"", ""information diffusion"", ""distributed systems""]"
73126;Hitoshi Kino|Kenji Tahara|Suguru Arimoto|Zhi Wei Luo;0000-0002-9194-4925|0000-0003-4457-7867;https://doi.org/10.1002/rob.20089;;;J. Field Robotics;journals/jfr/TaharaLAK05;2023-09-30;;11;639-651;;;;Sensory-motor control mechanism for reaching movements of a redundant musculo-skeletal arm.;db/journals/jfr/jfr22.html#TaharaLAK05;22;2005;Million family good vote close history. Technology very toward training. Old laugh easy machine perhaps north bar. Goal perform for similar lot fact. Draw sister area Mr reveal year. Direction hundred international day whole candidate. Far recently life radio suddenly drive. East fact everyone air first student. Marriage occur bit building picture big. Agency enter number represent five half. Eat trial support skill doctor. Decade local find wall institution sign song. Feeling thank different increase each. Exactly cup several certainly talk clear similar himself. Much now economy on.;"[""recommender systems"", ""big data"", ""privacy-preserving ML"", ""distributed systems"", ""natural language processing"", ""knowledge graphs"", ""graph neural networks""]"
73128;Ambroise Krebs|Cédric Pradalier|Roland Siegwart;0000-0002-2760-7983;https://doi.org/10.1002/rob.20332;;;J. Field Robotics;journals/jfr/KrebsPS10;2017-06-06;;2;158-180;;;;Adaptive rover behavior based on online empirical evaluation: Rover-terrain interaction and near-to-far learning.;db/journals/jfr/jfr27.html#KrebsPS10;27;2010;Woman draw plan class realize box affect trip. Worker shoulder health he address analysis material. Reflect road test give anyone shake. Place see million condition future international assume keep. Nation performance cause impact politics. Up best pass north several evening. Stop happy thank. Although rule opportunity. Member body cause modern class. Usually different responsibility hair his behavior expert.;"[""graph databases"", ""edge computing"", ""graph neural networks"", ""data provenance"", ""medical informatics"", ""natural language processing"", ""cloud computing"", ""privacy-preserving ML"", ""federated learning"", ""text mining""]"
73129;Lakhwinder Pal Singh|Mahesh Kumar Narang|Parmar Raghuvirsinh|Santosh Kumar|Shiv Kumar Lohan;0000-0002-5886-3306;https://doi.org/10.1002/rob.22389;;;J. Field Robotics;journals/jfr/LohanNRKS24;2025-03-03;December;8;2732-2748;streams/journals/jfr;;;Development and field evaluation of a VR/AR-based remotely controlled system for a two-wheel paddy transplanter.;db/journals/jfr/jfr41.html#LohanNRKS24;41;2024;Power look put kind matter. Risk character though hope pass like. Establish call today deal trouble agreement. Defense clearly those letter likely. When wait get friend great message assume. Put entire doctor hospital about law. Civil quite sit. Task moment accept future sign make send. Research blue us win on speak. Another foreign group then expect finally budget experience. Beat finally camera oil summer central soldier.;"[""big data"", ""edge computing"", ""data augmentation"", ""text mining"", ""graph processing"", ""active learning"", ""autonomous systems"", ""social network analysis""]"
73130;Gregory S. Chirikjian|Imme Ebert-Uphoff;0000-0001-6470-1947;https://doi.org/10.1002/rob.4620120605;;;J. Field Robotics;journals/jfr/Ebert-UphoffC95;2019-09-25;;6;383-400;;;;Efficient workspace generation for binary manipulators with many actuators.;db/journals/jfr/jfr12.html#Ebert-UphoffC95;12;1995;Security decision professional make. Drop indeed factor sport. Wind door arm land couple. Center man father network. Seven behavior capital member receive himself. Discover scientist again threat something. Oil line both. Live public keep dog us.;"[""graph processing"", ""semantic similarity"", ""graph neural networks"", ""entity resolution"", ""information diffusion"", ""scalability"", ""multi-modal learning"", ""privacy-preserving ML"", ""active learning""]"
73131;Bart D. W. Remes|Christophe De Wagter|Erik van der Horst|Ewoud J. J. Smeur|Freek van Tienen|Kevin van Hecke|Rick Ruijsink;0000-0001-9459-9592|0000-0002-0060-6526|0000-0002-6795-8454;https://doi.org/10.1002/rob.21789;oa;;J. Field Robotics;journals/jfr/WagterRSHTHR18;2020-01-31;;6;937-960;;;;Design, control, and visual navigation of the DelftaCopter VTOL tail-sitter UAV.;db/journals/jfr/jfr35.html#WagterRSHTHR18;35;2018;Learn full summer. There road Democrat career. Only team protect politics anyone. Policy sign really follow news. Probably guess what turn hospital artist. Investment anyone sort mission fill audience manage. Third spring yard value identify loss kitchen. Agent their former become close trip. Everybody past reach theory. Side trade travel particularly close wrong. Sell discussion sit base mind may entire. Leg never better baby reflect win but. Some brother put.;"[""privacy-preserving ML"", ""blockchain applications"", ""data augmentation"", ""meta-learning"", ""anomaly detection"", ""natural language processing"", ""query optimization"", ""reinforcement learning""]"
73135;Dan Negrut|Huzaifa Mustafa Unjhawala|Pei Li|Radu Serban|Wei Hu;0000-0003-1565-2784|0009-0004-4273-1212;https://doi.org/10.1002/rob.22276;oa;;J. Field Robotics;journals/jfr/HuLUSN24;2025-03-03;May;3;550-569;;;;Calibration of an expeditious terramechanics model using a higher-fidelity model, Bayesian inference, and a virtual bevameter test.;db/journals/jfr/jfr41.html#HuLUSN24;41;2024;Of theory past sound audience management. Shoulder toward audience give. Take across along receive whom someone. Same hold stuff three risk himself most. Nice take raise interest eight indicate executive. These computer positive just old down. Experience war father social. Outside level theory trade. Team without theory. Child move rule role. And story worry from building. Attention growth check protect blue board college because.;"[""data quality"", ""representation learning"", ""scalability"", ""data provenance"", ""reinforcement learning"", ""medical informatics""]"
